grid_id,date,time,region,gmv,cnt_call,is_exp,const
OL10F1i392j591,2020/2/23,21,1,1.5070454052018023,4.351467375326558,0,1
OL10F1i392j591,2020/2/23,22,1,1.802605057355049,5.910683698403907,1,1
OL10F1i392j591,2020/2/23,23,1,18.35703378573439,10.588332667635955,0,1
OL10F1i392j591,2020/2/23,24,1,9.484976101952954,8.24950818301993,1,1
OL10F1i392j591,2020/2/23,25,1,10.54277810225311,9.029116344558606,0,1
OL10F1i392j591,2020/2/23,26,1,14.762359909392389,16.045589798406674,1,1
OL10F1i392j591,2020/2/23,27,1,17.18787464544042,12.927157152251977,0,1
OL10F1i392j591,2020/2/23,28,1,12.399699284988504,14.486373475329323,1,1
OL10F1i392j591,2020/2/23,29,1,17.849477751243818,14.486373475329323,0,1
OL10F1i392j591,2020/2/23,30,1,13.246049880797953,7.469900021481258,1,1
OL10F1i392j591,2020/2/23,31,1,12.33430194339344,10.588332667635955,0,1
OL10F1i392j591,2020/2/23,32,1,16.111361739072787,13.70676531379065,1,1
OL10F1i392j591,2020/2/23,33,1,11.454889358222042,10.588332667635955,0,1
OL10F1i392j591,2020/2/23,34,1,11.139528844308067,10.588332667635955,1,1
OL10F1i392j591,2020/2/23,35,1,20.629046428316233,17.60480612148402,0,1
OL10F1i392j591,2020/2/23,36,1,10.896287065430872,10.588332667635955,1,1
OL10F1i392j591,2020/2/23,37,1,12.438211052816708,7.469900021481258,0,1
OL10F1i392j591,2020/2/23,38,1,16.472863710667724,13.70676531379065,1,1
OL10F1i392j591,2020/2/23,39,1,13.722905496595292,18.384414283022696,0,1
OL10F1i392j591,2020/2/23,40,1,16.476315237029684,15.265981636868,1,1
OL10F1i392j591,2020/2/23,41,1,6.188768426279533,9.029116344558606,0,1
OL10F1i392j591,2020/2/23,42,1,14.570346048097996,18.384414283022696,1,1
OL10F1i392j591,2020/2/23,43,1,4.401967726476625,8.24950818301993,0,1
OL10F1i392j591,2020/2/23,44,1,5.703556483500601,5.910683698403907,1,1
OL10F1i392j591,2020/2/23,45,1,2.7023634821338005,2.0126428907105356,0,1
OL10F1i392j591,2020/2/23,46,1,11.022903585130202,8.24950818301993,1,1
OL10F1i392j591,2020/2/23,47,1,7.470919640107199,5.131075536865233,0,1
OL10F1i392j591,2020/2/24,0,1,6.984436082352808,3.571859213787884,0,1
