gmv,const,cnt_call,sum_online_time,cnt_call_lag,sum_online_time_lag,is_exp,cnt_answer,cnt_finish,date,time
2.568592874,1,2.502560444,2.5451753,2.633151231,2.49903291,-1,2.582485029,2.633718563,2,35
2.539911108,1,2.463163822,2.668556028,2.502560444,2.5451753,-1,2.634376147,2.698109711,2,36
2.702140109,1,2.506868707,2.781769764,2.463163822,2.668556028,1,2.910012941,2.967898669,2,37
2.46746589,1,2.404225628,2.604810321,2.506868707,2.781769764,1,2.742845463,2.77722155,2,38
2.014410601,1,2.193556478,2.299537256,2.404225628,2.604810321,-1,2.319106017,2.333261289,2,39
1.957944871,1,2.11997095,2.225515284,2.193556478,2.299537256,-1,2.244028538,2.284407075,2,40
2.348325334,1,2.190039761,2.375762079,2.11997095,2.225515284,1,2.566221532,2.679965601,2,41
2.583498748,1,2.176379062,2.47502775,2.190039761,2.375762079,1,2.705182599,2.843559349,2,42
2.439943286,1,2.047516279,2.437815258,2.176379062,2.47502775,-1,2.487137454,2.596713219,2,43
2.311823802,1,1.965348223,2.367341141,2.047516279,2.437815258,-1,2.327990555,2.364468913,2,44
2.128444309,1,1.882304898,2.24214833,1.965348223,2.367341141,1,2.151952844,2.080096557,2,45
1.70944142,1,1.607247284,1.918426879,1.882304898,2.24214833,1,1.642086202,1.519599956,2,46
1.185724785,1,1.216772629,1.514798699,1.607247284,1.918426879,-1,1.06519705,1.007555348,2,47
0.851947479,1,0.882829394,1.219660096,1.216772629,1.514798699,-1,0.68455363,0.698722892,2,48
0.524384892,1,0.447836649,0.915987125,0.882829394,1.219660096,-1,0.527435787,0.434554643,3,1
0.527424554,1,0.409328977,0.819405972,0.447836649,0.915987125,-1,0.471225475,0.401890607,3,2
0.542370521,1,0.382980507,0.797141913,0.409328977,0.819405972,1,0.452573889,0.404526779,3,3
0.452168473,1,0.331457889,0.733605138,0.382980507,0.797141913,1,0.40186992,0.357644339,3,4
0.359372802,1,0.26495788,0.606871632,0.331457889,0.733605138,-1,0.317350002,0.29149895,3,5
0.275573955,1,0.21903298,0.51716871,0.26495788,0.606871632,-1,0.280320485,0.251404861,3,6
0.271075833,1,0.190746476,0.475767581,0.21903298,0.51716871,1,0.275668853,0.247811062,3,7
0.265231735,1,0.16262119,0.454181696,0.190746476,0.475767581,1,0.250594891,0.219304916,3,8
0.235805431,1,0.142732864,0.432063492,0.16262119,0.454181696,-1,0.219953337,0.175345539,3,9
