cnt_answer,gmv,sum_online_time,cnt_call,sum_online_time_lag,cnt_call_lag,cnt_finish,date,time
2.693402267,2.497889731,2.078985938,2.208964804,1.939016366,2.120127575,2.471574526,2,33
2.627668725,2.487642683,2.244394295,2.293213516,2.078985938,2.208964804,2.451695786,2,34
2.541459102,2.444201867,2.419513171,2.326060463,2.244394295,2.293213516,2.57922916,2,35
2.456659737,2.341414298,2.549139136,2.303186363,2.419513171,2.326060463,2.706720085,2,36
2.344422662,2.075023778,2.525858291,2.2395458,2.549139136,2.303186363,2.724934835,2,37
2.241108159,1.945296661,2.299646721,2.175226266,2.525858291,2.2395458,2.575672999,2,38
2.146337944,1.876365173,2.131039589,2.126287567,2.299646721,2.175226266,2.392702019,2,39
2.095060352,1.857354619,2.121759366,2.103163534,2.131039589,2.126287567,2.27689094,2,40
2.116602822,1.86101421,2.161729237,2.090279965,2.121759366,2.103163534,2.355075523,2,41
2.224916971,1.889037732,2.131638017,2.058141703,2.161729237,2.090279965,2.467975501,2,42
2.414089316,2.230124495,2.079355818,1.978641398,2.131638017,2.058141703,2.476403929,2,43
2.47138894,2.505907811,1.998030803,1.829097572,2.079355818,1.978641398,2.198991709,2,44
2.201498948,2.164823819,1.922199886,1.636620721,1.998030803,1.829097572,1.820214255,2,45
1.727680661,1.740549148,1.804806236,1.433537227,1.922199886,1.636620721,1.403994983,2,46
1.186557708,1.219457486,1.621318562,1.22154072,1.804806236,1.433537227,1.005358307,2,47
0.681996416,0.792169763,1.364671652,0.999238866,1.621318562,1.22154072,0.685380594,2,48
0.465550628,0.670095861,0.917777625,0.512841171,1.364671652,0.999238866,0.395447774,3,1
0.444663551,0.531428406,0.797843286,0.43830259,0.917777625,0.512841171,0.397343089,3,2
0.388610443,0.409247766,0.705033914,0.365493964,0.797843286,0.43830259,0.350807314,3,3
0.324047648,0.353907674,0.621714952,0.300378814,0.705033914,0.365493964,0.291274623,3,4
0.275240228,0.322447149,0.540009089,0.245739009,0.621714952,0.300378814,0.245391064,3,5
0.251546625,0.278956156,0.457978644,0.199948757,0.540009089,0.245739009,0.223434592,3,6
0.238113066,0.237553781,0.403734957,0.161947789,0.457978644,0.199948757,0.207245513,3,7
0.225936297,0.227620928,0.407225029,0.132002538,0.403734957,0.161947789,0.19118463,3,8
0.211162822,0.223450806,0.443598781,0.11339244,0.407225029,0.132002538,0.176363588,3,9
0.186421282,0.259489085,0.464094948,0.112181788,0.443598781,0.11339244,0.156094705,3,10
0.158874529,0.309659021,0.467441949,0.136317153,0.464094948,0.112181788,0.132578058,3,11
0.182129729,0.330937378,0.515896948,0.201416223,0.467441949,0.136317153,0.145538104,3,12
0.357014567,0.434441609,0.7120275,0.329970703,0.515896948,0.201416223,0.277864887,3,13
0.793386363,0.893115677,1.1367777,0.544415262,0.7120275,0.329970703,0.641946366,3,14
1.508873092,1.707521298,1.757528003,0.85037597,1.1367777,0.544415262,1.306985955,3,15
2.322432046,2.431953327,2.398193881,1.218526199,1.757528003,0.85037597,2.170802906,3,16
2.959781826,2.695132776,2.78857907,1.588509269,2.398193881,1.218526199,2.918900907,3,17
3.153968945,2.802041596,2.726557778,1.882351215,2.78857907,1.588509269,3.160457545,3,18
2.985883891,2.731526857,2.3867255,2.054675231,2.726557778,1.882351215,2.979073614,3,19
2.693499547,2.40878637,2.051391139,2.085548619,2.3867255,2.054675231,2.623773644,3,20
2.506876764,1.977138174,1.861428452,2.014354053,2.051391139,2.085548619,2.354258751,3,21
2.44478773,1.679267972,1.745137599,1.898013637,1.861428452,2.014354053,2.229672156,3,22
2.346529705,1.736469063,1.726396912,1.80694172,1.745137599,1.898013637,2.143747553,3,23
2.203154538,1.778212354,1.745914952,1.778997055,1.726396912,1.80694172,2.067663877,3,24
2.119496782,1.979741001,1.762179514,1.803732023,1.745914952,1.778997055,2.057413372,3,25
2.15114173,2.201188997,1.815670926,1.854772875,1.762179514,1.803732023,2.137135608,3,26
2.247688884,2.246088886,1.923652615,1.93340734,1.815670926,1.854772875,2.225892731,3,27
2.367104049,2.258976561,1.996842899,2.017409416,1.923652615,1.93340734,2.289143036,3,28
2.486530821,2.308511679,2.030587133,2.068041652,1.996842899,2.017409416,2.3323024,3,29
2.603370714,2.18520528,2.067008857,2.102472044,2.030587133,2.068041652,2.402268709,3,30
2.698118126,2.049488325,2.02907298,2.151672192,2.067008857,2.102472044,2.510872238,3,31
2.704551884,2.382632817,1.98135528,2.195098647,2.02907298,2.151672192,2.565639259,3,32
2.581048543,2.778955591,1.981085942,2.238890971,1.98135528,2.195098647,2.468231444,3,33
2.507367856,2.801767756,2.139107261,2.308625954,1.981085942,2.238890971,2.449672005,3,34
2.561370756,2.588258919,2.41956229,2.377403344,2.139107261,2.308625954,2.579384314,3,35
2.654353281,2.54328136,2.576735675,2.389992806,2.41956229,2.377403344,2.710124377,3,36
2.6740062,2.540052338,2.558633379,2.331636126,2.576735675,2.389992806,2.73355465,3,37
2.550841142,2.172384844,2.38465088,2.222552467,2.558633379,2.331636126,2.579547189,3,38
2.370261504,2.040118453,2.159275691,2.111124561,2.38465088,2.222552467,2.38272264,3,39
2.230327346,2.085615508,2.111079475,2.023129315,2.159275691,2.111124561,2.264255833,3,40
2.247158812,2.328914504,2.234930286,1.958606081,2.111079475,2.023129315,2.353797581,3,41
2.332619501,2.371917171,2.32413851,1.9036688,2.234930286,1.958606081,2.475670075,3,42
2.353650553,2.423284348,2.28690912,1.835304241,2.32413851,1.9036688,2.485779688,3,43
2.15010888,2.343908213,2.071571796,1.720029525,2.28690912,1.835304241,2.204542041,3,44
1.82755613,1.847211441,1.85448156,1.543746339,2.071571796,1.720029525,1.817775362,3,45
1.444276735,1.49543651,1.647256569,1.316945513,1.85448156,1.543746339,1.39646237,3,46
1.051168912,1.191992217,1.417863024,1.076510913,1.647256569,1.316945513,1.003041949,3,47
0.705846313,0.807613854,1.153652485,0.835809516,1.417863024,1.076510913,0.690994272,3,48
0.46070966,0.625570529,0.812879942,0.522240485,1.153652485,0.835809516,0.409464959,4,1
0.402727271,0.580170435,0.714466376,0.46769103,0.812879942,0.522240485,0.371022777,4,2
0.349270799,0.444444801,0.626786282,0.40706027,0.714466376,0.46769103,0.325246807,4,3
0.305306838,0.381115465,0.546765104,0.342160325,0.626786282,0.40706027,0.295088966,4,4
0.267680595,0.347717844,0.478135596,0.280636965,0.546765104,0.342160325,0.278469162,4,5
0.231582099,0.277850487,0.427479874,0.228952407,0.478135596,0.280636965,0.253746327,4,6
0.199496023,0.240751035,0.406126615,0.187837186,0.427479874,0.228952407,0.234445431,4,7
0.178829195,0.23338884,0.392216183,0.157018677,0.406126615,0.187837186,0.209682407,4,8
0.168406946,0.242183034,0.388319811,0.136742474,0.392216183,0.157018677,0.178805169,4,9
0.16337825,0.261624396,0.400946326,0.132126195,0.388319811,0.136742474,0.148522078,4,10
0.178839712,0.284804676,0.434235672,0.154326397,0.400946326,0.132126195,0.129464392,4,11
0.224467593,0.313224533,0.51495091,0.224177494,0.434235672,0.154326397,0.144907108,4,12
0.270317585,0.44429262,0.746463929,0.367753208,0.51495091,0.224177494,0.264513603,4,13
0.438269079,0.707343148,1.192428898,0.606849779,0.746463929,0.367753208,0.611573426,4,14
0.836751644,1.025382265,1.745780308,0.941105092,1.192428898,0.606849779,1.263254393,4,15
1.155017013,1.376864359,2.161071163,1.329805143,1.745780308,0.941105092,2.110926789,4,16
1.44028719,1.560311116,2.350495772,1.696464546,2.161071163,1.329805143,2.796034535,4,17
1.573191948,1.634291107,2.289292362,1.95717068,2.350495772,1.696464546,3.049621819,4,18
1.589035333,1.90719662,2.171189175,2.068875194,2.289292362,1.95717068,2.815257656,4,19
1.536625435,2.024665238,1.990186482,2.044038344,2.171189175,2.068875194,2.416904067,4,20
1.45409251,2.086879916,1.841587214,1.930987241,1.990186482,2.044038344,2.079825833,4,21
1.494523788,2.029585446,1.677094143,1.815097177,1.841587214,1.930987241,1.919745609,4,22
1.733186306,1.942939955,1.596080271,1.749328554,1.677094143,1.815097177,1.953410671,4,23
1.84653872,1.864718112,1.639631973,1.750460623,1.596080271,1.749328554,2.104921006,4,24
1.909696997,1.864714341,1.749221287,1.807276727,1.639631973,1.750460623,2.219173224,4,25
1.970445247,1.916544567,1.885871642,1.88750397,1.749221287,1.807276727,2.253829457,4,26
2.011978884,2.136140098,1.912519832,1.960430037,1.885871642,1.88750397,2.223783925,4,27
2.035849041,2.130743165,1.913484713,1.986908587,1.912519832,1.960430037,2.165499618,4,28
2.007069668,1.841875807,1.945083328,1.972751145,1.913484713,1.986908587,2.113032041,4,29
1.962317468,1.734279322,1.923044147,1.964029014,1.945083328,1.972751145,2.049508127,4,30
1.957742507,1.909107502,1.873270334,2.005290341,1.923044147,1.964029014,2.057263427,4,31
2.001267877,2.19684152,1.948247322,2.103475341,1.873270334,2.005290341,2.176828182,4,32
2.090286748,2.475211369,2.140941882,2.225463951,1.948247322,2.103475341,2.327573055,4,33
2.301441477,2.576601528,2.322955782,2.327626569,2.140941882,2.225463951,2.404050892,4,34
2.566165415,2.628412342,2.45375986,2.378577319,2.322955782,2.327626569,2.587431629,4,35
2.633127557,2.431533896,2.507373603,2.373191158,2.45375986,2.378577319,2.811180122,4,36
2.503730927,1.95242995,2.466389377,2.324025146,2.507373603,2.373191158,2.873138487,4,37
2.326609278,1.566593653,2.27710112,2.242583722,2.466389377,2.324025146,2.728076386,4,38
2.114177072,1.488750608,2.078934307,2.147798323,2.27710112,2.242583722,2.377151897,4,39
1.884684771,1.703570019,1.930229292,2.051359149,2.078934307,2.147798323,2.176021789,4,40
1.908794301,1.932429808,1.839864587,1.972459724,1.930229292,2.051359149,2.259224259,4,41
1.989455001,1.95293411,1.874087655,1.903535927,1.839864587,1.972459724,2.542068126,4,42
1.978418136,2.204890667,2.076951376,1.807932642,1.874087655,1.903535927,2.650924835,4,43
1.885938496,2.389311115,2.273583822,1.659773325,2.076951376,1.807932642,2.393613422,4,44
1.62454933,1.990271452,2.2535058,1.460975454,2.273583822,1.659773325,1.94395652,4,45
1.274773273,1.567679862,1.920255402,1.242080708,2.2535058,1.460975454,1.389201616,4,46
0.76557075,1.125529206,1.43426201,1.02991776,1.920255402,1.242080708,0.941789214,4,47
0.241148293,0.768300382,0.934982487,0.825751007,1.43426201,1.02991776,0.680659823,4,48
0.460728897,0.630588407,0.921005613,0.46478192,0.934982487,0.825751007,0.409743929,5,1
0.402737517,0.54307592,0.803369482,0.406148749,0.921005613,0.46478192,0.370724771,5,2
0.349272105,0.450710505,0.714068802,0.347868143,0.803369482,0.406148749,0.324761511,5,3
0.305307122,0.410505021,0.625081307,0.294074574,0.714068802,0.347868143,0.294917848,5,4
0.26768145,0.3328581,0.52253845,0.24864574,0.625081307,0.294074574,0.278800125,5,5
0.231569529,0.266291135,0.438184351,0.211077006,0.52253845,0.24864574,0.254309296,5,6
0.199498799,0.260257388,0.388680196,0.180378638,0.438184351,0.211077006,0.234805699,5,7
0.178821256,0.266680525,0.380060971,0.155590793,0.388680196,0.180378638,0.209303203,5,8
0.168397313,0.263512816,0.385004519,0.140230987,0.380060971,0.155590793,0.177049485,5,9
0.163487871,0.274332623,0.398029299,0.145639223,0.385004519,0.140230987,0.145370298,5,10
0.17888122,0.317734897,0.426572812,0.189480674,0.398029299,0.145639223,0.127635267,5,11
0.224157203,0.322901339,0.485080108,0.295425762,0.426572812,0.189480674,0.151377785,5,12
0.270406692,0.366326717,0.679660733,0.491512334,0.485080108,0.295425762,0.28207107,5,13
0.437183786,0.749601838,1.08735138,0.798898067,0.679660733,0.491512334,0.608991605,5,14
0.830575273,1.672876281,1.697946783,1.211525342,1.08735138,0.798898067,1.150165752,5,15
